"country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label"
"United States","California","Rancho Santa Fe",92091,"32.99356, -117.207121","32.99356","-117.207121","Female","Yes","Yes","No",0,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","Yes","Month-to-month","Yes","Mailed check","23.17","111.90","No"
"United States","California","San Jose",95113,"37.333851, -121.891147","37.333851","-121.891147","Female","No","Yes","No",54,"Yes","No","DSL","No","No","No internet service","No internet service","Yes","No internet service","One year","No","Bank transfer (automatic)","47.44","4306.39","No"
"United States","California","San Francisco",94131,"37.746699, -122.442833","37.746699","-122.442833","Male","No","Yes","Yes",10,"No","Yes","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","No","Mailed check","36.36","217.95","No"
"United States","California","Fair Oaks",95628,"38.652065, -121.25441","38.652065","-121.25441","Male","No","No","No",24,"Yes","Yes","Fiber optic","No internet service","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","49.40","279.14","No"
"United States","California","Hume",93628,"36.807595, -118.901544","36.807595","-118.901544","Male","No","Yes","Yes",71,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)","63.62","6912.42","No"
"United States","California","Los Angeles",90065,"34.108833, -118.229715","34.108833","-118.229715","Female","No","Yes","No",56,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)","109.67","5746.86","No"
"United States","California","San Jose",95118,"37.255479, -121.889838","37.255479","-121.889838","Male","No","Yes","Yes",69,"Yes","No","Fiber optic","Yes","No","No internet service","No internet service","Yes","Yes","One year","No","Mailed check","36.16","7330.17","No"
"United States","California","Glendale",91202,"34.167926, -118.267539","34.167926","-118.267539","Male","No","No","No",0,"Yes","No","DSL","No internet service","No","Yes","No","No internet service","Yes","Month-to-month","No","Credit card (automatic)","38.28","7.81","No"
"United States","California","Mckinleyville",95519,"40.965011, -124.015255","40.965011","-124.015255","Male","No","No","Yes",2,"Yes","Yes","No","No","No","No internet service","No internet service","No","Yes","Month-to-month","No","Credit card (automatic)","23.99","640.22","No"
"United States","California","Ahwahnee",93601,"37.375816, -119.739935","37.375816","-119.739935","Male","No","Yes","No",66,"No","No phone service","Fiber optic","Yes","No internet service","No","No","No","Yes","One year","Yes","Electronic check","78.11","4720.48","No"
"United States","California","Spring Valley",91977,"32.726627, -116.994608","32.726627","-116.994608","Female","Yes","Yes","Yes",12,"Yes","No","DSL","Yes","No","No","No","No","No","Two year","No","Mailed check","31.04","892.21","No"
"United States","California","Westlake Village",91361,"34.130992, -118.894673","34.130992","-118.894673","Female","No","Yes","No",28,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","118.15","2455.94","No"
"United States","California","Grimes",95950,"39.033058, -121.895718","39.033058","-121.895718","Female","No","Yes","No",72,"Yes","No","DSL","Yes","No internet service","Yes","Yes","No internet service","No","One year","Yes","Bank transfer (automatic)","49.42","3663.73","No"
"United States","California","Mission Viejo",92691,"33.611945, -117.665867","33.611945","-117.665867","Female","No","Yes","Yes",30,"Yes","No","No","No","No","No internet service","No","No internet service","No internet service","Month-to-month","No","Mailed check","26.64","420.09","No"
"United States","California","Whittier",90602,"33.972119, -118.020188","33.972119","-118.020188","Female","No","No","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","Yes","No internet service","No internet service","Month-to-month","No","Mailed check","20.57","31.73","No"
"United States","California","Dixon",95620,"38.392821, -121.799917","38.392821","-121.799917","Male","No","Yes","No",59,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","26.64","1251.72","No"
"United States","California","Anza",92539,"33.527605, -116.666551","33.527605","-116.666551","Male","No","No","Yes",9,"Yes","Yes","Fiber optic","No internet service","No internet service","Yes","Yes","No internet service","No internet service","Month-to-month","No","Electronic check","21.74","32.92","No"
"United States","California","Encino",91316,"34.150354, -118.518292","34.150354","-118.518292","Female","No","No","No",50,"No","No","No","No","No","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","29.76","1471.65","No"
"United States","California","San Diego",92104,"32.741499, -117.127409","32.741499","-117.127409","Male","No","No","Yes",4,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","78.13","172.28","No"
"United States","California","San Jose",95132,"37.424655, -121.74841","37.424655","-121.74841","Female","Yes","Yes","No",69,"Yes","Yes","No","Yes","No","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","55.00","4135.23","No"
"United States","California","Loma Mar",94021,"37.266388, -122.26308","37.266388","-122.26308","Female","Yes","No","Yes",0,"Yes","No","Fiber optic","No internet service","No","No","No","No","No","One year","Yes","Credit card (automatic)","50.20","2.15","No"
"United States","California","Denair",95316,"37.524721, -120.757977","37.524721","-120.757977","Male","No","Yes","No",41,"Yes","Yes","DSL","No internet service","No","No","No","No","No","Two year","No","Electronic check","36.79","926.62","No"
"United States","California","Los Angeles",90036,"34.070291, -118.349191","34.070291","-118.349191","Male","No","Yes","No",70,"Yes","No","Fiber optic","No","No","No internet service","No internet service","Yes","No internet service","Month-to-month","Yes","Bank transfer (automatic)","48.42","4216.96","No"
"United States","California","Somerset",95684,"38.606703, -120.586659","38.606703","-120.586659","Male","No","No","Yes",6,"Yes","No","Fiber optic","No internet service","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","104.67","319.51","No"
"United States","California","Santa Maria",93458,"34.95934, -120.490081","34.95934","-120.490081","Male","No","Yes","No",49,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","Yes","Two year","No","Bank transfer (automatic)","56.80","6303.12","No"
"United States","California","San Mateo",94404,"37.556094, -122.272437","37.556094","-122.272437","Male","No","No","Yes",40,"Yes","No","No","No","No","No internet service","Yes","No internet service","No internet service","Month-to-month","Yes","Mailed check","23.16","5459.52","No"
"United States","California","Trabuco Canyon",92679,"33.631119, -117.567346","33.631119","-117.567346","Male","No","No","No",29,"Yes","Yes","Fiber optic","No","No","No internet service","Yes","Yes","No internet service","Two year","Yes","Mailed check","97.06","1590.74","No"
"United States","California","Marina",93933,"36.689582, -121.758398","36.689582","-121.758398","Male","No","Yes","Yes",15,"Yes","No","No","No internet service","No","Yes","No","No internet service","Yes","One year","No","Electronic check","69.22","590.48","No"
"United States","California","Sacramento",95829,"38.486502, -121.334051","38.486502","-121.334051","Male","No","Yes","No",39,"Yes","Yes","DSL","Yes","No internet service","No","No","Yes","No internet service","Two year","No","Bank transfer (automatic)","85.13","4823.29","No"
"United States","California","Costa Mesa",92627,"33.645672, -117.922613","33.645672","-117.922613","Female","No","Yes","No",1,"Yes","Yes","Fiber optic","No","No","No internet service","No","No","No internet service","Two year","Yes","Bank transfer (automatic)","37.72","205.81","No"
"United States","California","Truckee",96161,"39.342498, -120.247127","39.342498","-120.247127","Female","No","Yes","Yes",40,"Yes","No","DSL","No internet service","No","No internet service","No internet service","Yes","Yes","One year","Yes","Bank transfer (automatic)","23.90","1261.23","No"
"United States","California","San Diego",92111,"32.805518, -117.169052","32.805518","-117.169052","Female","No","Yes","No",66,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Two year","Yes","Electronic check","118.68","7380.06","No"
"United States","California","Dunlap",93621,"36.789213, -119.140338","36.789213","-119.140338","Male","No","No","Yes",1,"Yes","No","Fiber optic","No internet service","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)","29.52","223.11","No"
"United States","California","Bakersfield",93306,"35.449881, -118.841442","35.449881","-118.841442","Female","No","Yes","Yes",43,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Yes","No internet service","One year","Yes","Bank transfer (automatic)","36.64","1978.35","No"
"United States","California","Compton",90221,"33.885811, -118.206459","33.885811","-118.206459","Female","No","Yes","Yes",36,"Yes","No phone service","DSL","No","No","Yes","No","Yes","No","Two year","No","Electronic check","62.87","1861.53","No"
"United States","California","Santa Maria",93454,"34.943523, -120.256729","34.943523","-120.256729","Female","Yes","No","No",0,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check","109.44","1138.57","No"
"United States","California","Kerman",93630,"36.727418, -120.123526","36.727418","-120.123526","Male","Yes","Yes","No",11,"Yes","Yes","Fiber optic","No","No internet service","No internet service","Yes","No internet service","No internet service","Two year","No","Mailed check","105.23","2917.56","No"
"United States","California","San Diego",92111,"32.805518, -117.169052","32.805518","-117.169052","Male","No","No","Yes",6,"Yes","No","Fiber optic","No internet service","No","Yes","No internet service","No","No internet service","Month-to-month","No","Bank transfer (automatic)","25.19","440.64","No"
"United States","California","Nipton",92364,"35.478736, -115.516984","35.478736","-115.516984","Female","No","Yes","No",71,"No","No phone service","DSL","No","No","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)","70.97","7229.53","No"
"United States","California","Kerman",93630,"36.727418, -120.123526","36.727418","-120.123526","Female","No","Yes","Yes",58,"Yes","Yes","Fiber optic","No","No","Yes","No internet service","Yes","Yes","One year","No","Credit card (automatic)","18.99","1728.67","No"
"United States","California","Elmira",95625,"38.349195, -121.902943","38.349195","-121.902943","Male","No","No","Yes",8,"Yes","Yes","Fiber optic","Yes","No internet service","No internet service","Yes","Yes","No internet service","Month-to-month","No","Bank transfer (automatic)","59.51","1759.96","No"
"United States","California","Downey",90241,"33.940884, -118.128628","33.940884","-118.128628","Male","Yes","Yes","No",20,"Yes","Yes","No","No internet service","No internet service","No internet service","Yes","No internet service","No internet service","One year","No","Bank transfer (automatic)","18.66","61.03","No"
"United States","California","Orange",92867,"33.81859, -117.821288","33.81859","-117.821288","Female","Yes","No","No",2,"Yes","No","DSL","No","No internet service","No","No","No","No","Month-to-month","No","Mailed check","44.03","315.55","No"
"United States","California","Cathedral City",92234,"33.829583, -116.474131","33.829583","-116.474131","Male","Yes","No","No",13,"Yes","No phone service","Fiber optic","No internet service","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)","36.65","79.78","No"
"United States","California","North San Juan",95960,"39.423046, -120.984472","39.423046","-120.984472","Male","No","No","No",5,"Yes","Yes","DSL","No internet service","No","Yes","No","Yes","No","Two year","No","Mailed check","24.76","455.37","No"
"United States","California","Huntington Beach",92647,"33.723579, -118.005441","33.723579","-118.005441","Female","No","No","Yes",13,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)","116.60","1979.42","No"
